"truncated_date","total_price"
"2019-10-03 00:00:00","302.25"
"2019-06-22 00:00:00","302.25"
"2019-08-01 00:00:00","300.30"
"2019-08-05 00:00:00","299.00"
"2019-09-08 00:00:00","295.20"
"2019-04-17 00:00:00","290.15"
"2019-10-21 00:00:00","287.10"
"2019-01-29 00:00:00","284.80"
"2019-12-16 00:00:00","280.00"
"2019-04-29 00:00:00","279.20"
"2019-10-07 00:00:00","275.52"
"2019-12-12 00:00:00","275.40"
"2019-08-12 00:00:00","264.50"
"2019-11-21 00:00:00","261.80"
"2019-12-02 00:00:00","251.40"
"2019-02-17 00:00:00","251.10"
"2019-11-19 00:00:00","250.00"
"2019-11-01 00:00:00","250.00"
"2019-01-24 00:00:00","249.00"
"2019-01-29 00:00:00","248.40"
"2019-06-12 00:00:00","245.00"
"2019-09-22 00:00:00","245.00"
"2019-12-15 00:00:00","241.80"
"2019-08-14 00:00:00","239.04"
"2019-02-16 00:00:00","236.00"
"2019-09-10 00:00:00","235.75"
"2019-11-25 00:00:00","235.00"
"2019-08-05 00:00:00","231.50"
"2019-06-12 00:00:00","231.25"
"2019-12-18 00:00:00","229.05"
"2019-06-19 00:00:00","228.96"
"2019-10-16 00:00:00","218.25"
"2019-08-26 00:00:00","217.35"
"2019-12-05 00:00:00","216.00"
"2019-07-19 00:00:00","213.75"
"2019-03-23 00:00:00","210.00"
"2019-12-04 00:00:00","210.00"
"2019-10-24 00:00:00","208.50"
"2019-11-02 00:00:00","206.10"
"2019-03-30 00:00:00","201.96"
"2019-06-19 00:00:00","201.25"
"2019-10-15 00:00:00","199.90"
"2019-04-26 00:00:00","199.60"
"2019-07-18 00:00:00","199.50"
"2019-07-05 00:00:00","199.50"
"2019-09-22 00:00:00","198.75"
"2019-01-14 00:00:00","197.55"
"2019-08-08 00:00:00","197.50"
"2019-02-22 00:00:00","197.40"
"2019-06-29 00:00:00","197.10"
"2019-11-18 00:00:00","193.05"
"2019-03-28 00:00:00","191.30"
"2019-07-29 00:00:00","190.00"
"2019-12-09 00:00:00","188.80"
"2019-06-11 00:00:00","187.25"
"2019-01-22 00:00:00","183.20"
"2019-05-20 00:00:00","181.65"
"2019-12-06 00:00:00","181.30"
"2019-10-13 00:00:00","179.92"
"2019-05-07 00:00:00","179.40"
"2019-09-24 00:00:00","179.00"
"2019-07-16 00:00:00","179.00"
"2019-10-24 00:00:00","176.70"
"2019-07-09 00:00:00","176.00"
"2019-10-29 00:00:00","175.20"
"2019-05-06 00:00:00","175.00"
"2019-02-11 00:00:00","174.75"
"2019-08-27 00:00:00","174.60"
"2019-05-26 00:00:00","168.60"
"2019-05-18 00:00:00","165.60"
"2019-06-23 00:00:00","165.36"
"2019-05-18 00:00:00","165.00"
"2019-10-13 00:00:00","162.00"
"2019-05-01 00:00:00","159.50"
"2019-10-21 00:00:00","159.25"
"2019-03-23 00:00:00","159.25"
"2019-04-27 00:00:00","156.00"
"2019-02-24 00:00:00","154.90"
"2019-02-13 00:00:00","151.20"
"2019-05-14 00:00:00","149.70"
"2019-09-29 00:00:00","149.50"
"2019-12-08 00:00:00","149.00"
"2019-02-06 00:00:00","146.70"
"2019-08-23 00:00:00","146.70"
"2019-09-23 00:00:00","146.30"
"2019-05-25 00:00:00","143.20"
"2019-11-19 00:00:00","140.00"
"2019-07-10 00:00:00","139.60"
"2019-06-22 00:00:00","139.00"
"2019-10-28 00:00:00","139.00"
"2019-08-15 00:00:00","135.00"
"2019-05-25 00:00:00","134.91"
"2019-10-30 00:00:00","134.55"
"2019-06-17 00:00:00","134.10"
"2019-12-06 00:00:00","133.75"
"2019-11-21 00:00:00","133.60"
"2019-09-29 00:00:00","132.75"
"2019-01-18 00:00:00","131.96"
"2019-01-03 00:00:00","131.70"
"2019-04-07 00:00:00","130.05"
"2019-09-30 00:00:00","130.00"
"2019-12-14 00:00:00","129.90"
"2019-08-10 00:00:00","129.90"
"2019-06-08 00:00:00","129.50"
"2019-05-03 00:00:00","128.10"
"2019-09-27 00:00:00","127.80"
"2019-05-03 00:00:00","127.60"
"2019-10-13 00:00:00","127.60"
"2019-01-04 00:00:00","126.42"
"2019-08-06 00:00:00","123.75"
"2019-03-17 00:00:00","122.15"
"2019-10-04 00:00:00","121.50"
"2019-08-11 00:00:00","120.00"
"2019-11-08 00:00:00","120.00"
"2019-11-30 00:00:00","119.70"
"2019-03-12 00:00:00","119.60"
"2019-06-11 00:00:00","119.40"
"2019-09-22 00:00:00","119.20"
"2019-08-05 00:00:00","119.00"
"2019-07-31 00:00:00","118.65"
"2019-11-14 00:00:00","118.00"
"2019-05-08 00:00:00","116.10"
"2019-02-16 00:00:00","116.10"
"2019-03-31 00:00:00","115.75"
"2019-12-17 00:00:00","114.50"
"2019-09-17 00:00:00","113.75"
"2019-07-22 00:00:00","112.41"
"2019-03-26 00:00:00","111.92"
"2019-04-19 00:00:00","111.60"
"2019-11-06 00:00:00","110.88"
"2019-09-05 00:00:00","110.00"
"2019-01-20 00:00:00","108.15"
"2019-10-23 00:00:00","108.00"
"2019-03-30 00:00:00","107.25"
"2019-09-06 00:00:00","105.80"
"2019-06-12 00:00:00","105.00"
"2019-12-20 00:00:00","105.00"
"2019-12-01 00:00:00","104.70"
"2019-05-24 00:00:00","104.50"
"2019-02-13 00:00:00","103.20"
"2019-04-24 00:00:00","101.50"
"2019-02-06 00:00:00","100.00"
"2019-10-11 00:00:00","99.60"
"2019-01-06 00:00:00","99.20"
"2019-06-29 00:00:00","98.10"
"2019-06-15 00:00:00","97.30"
"2019-09-09 00:00:00","96.25"
"2019-09-17 00:00:00","96.00"
"2019-12-25 00:00:00","96.00"
"2019-01-17 00:00:00","95.90"
"2019-04-20 00:00:00","95.85"
"2019-02-20 00:00:00","95.20"
"2019-02-05 00:00:00","94.00"
"2019-10-20 00:00:00","92.70"
"2019-09-06 00:00:00","91.25"
"2019-03-05 00:00:00","89.76"
"2019-10-24 00:00:00","89.50"
"2019-07-25 00:00:00","89.50"
"2019-09-20 00:00:00","88.80"
"2019-03-11 00:00:00","88.50"
"2019-10-31 00:00:00","88.20"
"2019-04-13 00:00:00","87.75"
"2019-01-31 00:00:00","87.15"
"2019-06-14 00:00:00","87.00"
"2019-02-01 00:00:00","86.94"
"2019-10-27 00:00:00","86.40"
"2019-08-07 00:00:00","85.50"
"2019-10-15 00:00:00","84.96"
"2019-03-17 00:00:00","84.25"
"2019-05-21 00:00:00","84.00"
"2019-11-24 00:00:00","83.65"
"2019-07-22 00:00:00","83.60"
"2019-11-05 00:00:00","83.40"
"2019-03-11 00:00:00","83.40"
"2019-04-04 00:00:00","83.00"
"2019-03-26 00:00:00","82.80"
"2019-11-01 00:00:00","82.50"
"2019-03-10 00:00:00","82.50"
"2019-03-17 00:00:00","80.40"
"2019-06-06 00:00:00","80.00"
"2019-05-13 00:00:00","79.92"
"2019-11-02 00:00:00","79.80"
"2019-11-12 00:00:00","79.60"
"2019-08-24 00:00:00","79.50"
"2019-06-03 00:00:00","79.20"
"2019-04-29 00:00:00","79.20"
"2019-10-21 00:00:00","79.20"
"2019-09-24 00:00:00","78.75"
"2019-06-22 00:00:00","78.12"
"2019-07-28 00:00:00","78.00"
"2019-01-13 00:00:00","77.94"
"2019-03-20 00:00:00","77.94"
"2019-12-26 00:00:00","77.40"
"2019-07-19 00:00:00","77.40"
"2019-01-21 00:00:00","77.00"
"2019-02-02 00:00:00","76.45"
"2019-12-03 00:00:00","76.30"
"2019-04-15 00:00:00","76.05"
"2019-06-23 00:00:00","75.80"
"2019-01-02 00:00:00","75.60"
"2019-12-17 00:00:00","75.00"
"2019-08-06 00:00:00","74.88"
"2019-01-03 00:00:00","74.70"
"2019-12-12 00:00:00","74.50"
"2019-04-21 00:00:00","74.50"
"2019-04-26 00:00:00","74.25"
"2019-03-25 00:00:00","73.90"
"2019-01-21 00:00:00","73.50"
"2019-12-13 00:00:00","72.90"
"2019-03-01 00:00:00","72.36"
"2019-05-15 00:00:00","71.91"
"2019-11-03 00:00:00","71.60"
"2019-06-18 00:00:00","71.55"
"2019-02-24 00:00:00","71.20"
"2019-09-14 00:00:00","71.10"
"2019-06-25 00:00:00","71.10"
"2019-12-28 00:00:00","70.20"
"2019-04-09 00:00:00","70.20"
"2019-06-02 00:00:00","70.00"
"2019-12-19 00:00:00","69.90"
"2019-06-28 00:00:00","69.80"
"2019-05-15 00:00:00","69.49"
"2019-09-06 00:00:00","69.30"
"2019-07-16 00:00:00","69.00"
"2019-01-01 00:00:00","68.97"
"2019-03-29 00:00:00","68.85"
"2019-11-22 00:00:00","68.70"
"2019-08-13 00:00:00","68.50"
"2019-01-26 00:00:00","68.00"
"2019-11-19 00:00:00","68.00"
"2019-08-10 00:00:00","67.60"
"2019-06-11 00:00:00","67.50"
"2019-03-15 00:00:00","67.05"
"2019-05-29 00:00:00","67.05"
"2019-12-31 00:00:00","65.70"
"2019-07-10 00:00:00","65.25"
"2019-03-09 00:00:00","64.92"
"2019-05-07 00:00:00","64.80"
"2019-01-30 00:00:00","64.75"
"2019-04-16 00:00:00","64.00"
"2019-06-03 00:00:00","63.80"
"2019-08-29 00:00:00","63.20"
"2019-09-07 00:00:00","63.20"
"2019-11-28 00:00:00","63.20"
"2019-04-06 00:00:00","62.70"
"2019-11-03 00:00:00","62.65"
"2019-09-20 00:00:00","62.30"
"2019-04-07 00:00:00","62.30"
"2019-03-22 00:00:00","62.10"
"2019-12-15 00:00:00","60.00"
"2019-09-08 00:00:00","59.95"
"2019-11-08 00:00:00","59.95"
"2019-04-02 00:00:00","59.90"
"2019-01-29 00:00:00","59.85"
"2019-01-05 00:00:00","59.75"
"2019-02-26 00:00:00","59.60"
"2019-10-30 00:00:00","59.60"
"2019-10-28 00:00:00","59.50"
"2019-06-13 00:00:00","59.50"
"2019-04-27 00:00:00","59.50"
"2019-11-09 00:00:00","59.40"
"2019-06-17 00:00:00","59.15"
"2019-12-15 00:00:00","59.00"
"2019-08-27 00:00:00","58.00"
"2019-06-15 00:00:00","57.80"
"2019-06-21 00:00:00","57.60"
"2019-07-01 00:00:00","57.50"
"2019-12-05 00:00:00","57.00"
"2019-04-28 00:00:00","56.70"
"2019-10-12 00:00:00","56.70"
"2019-06-09 00:00:00","56.25"
"2019-04-05 00:00:00","56.00"
"2019-11-14 00:00:00","56.00"
"2019-01-16 00:00:00","56.00"
"2019-08-22 00:00:00","56.00"
"2019-07-22 00:00:00","55.60"
"2019-01-03 00:00:00","55.00"
"2019-01-07 00:00:00","55.00"
"2019-11-17 00:00:00","54.75"
"2019-07-12 00:00:00","54.60"
"2019-06-17 00:00:00","54.60"
"2019-08-10 00:00:00","54.40"
"2019-09-12 00:00:00","54.00"
"2019-01-15 00:00:00","53.70"
"2019-09-12 00:00:00","53.25"
"2019-06-25 00:00:00","53.20"
"2019-09-28 00:00:00","53.10"
"2019-09-18 00:00:00","52.60"
"2019-06-12 00:00:00","52.35"
"2019-10-17 00:00:00","52.00"
"2019-02-08 00:00:00","52.00"
"2019-06-26 00:00:00","51.84"
"2019-01-20 00:00:00","51.40"
"2019-07-07 00:00:00","50.50"
"2019-06-24 00:00:00","50.40"
"2019-07-08 00:00:00","49.80"
"2019-06-23 00:00:00","49.75"
"2019-01-15 00:00:00","49.50"
"2019-01-06 00:00:00","49.50"
"2019-12-07 00:00:00","49.35"
"2019-08-16 00:00:00","49.20"
"2019-11-14 00:00:00","49.14"
"2019-06-10 00:00:00","49.00"
"2019-10-27 00:00:00","48.96"
"2019-05-06 00:00:00","48.93"
"2019-02-11 00:00:00","48.93"
"2019-07-24 00:00:00","48.75"
"2019-03-21 00:00:00","48.30"
"2019-07-29 00:00:00","48.00"
"2019-01-13 00:00:00","48.00"
"2019-11-30 00:00:00","47.70"
"2019-06-04 00:00:00","47.40"
"2019-05-22 00:00:00","47.16"
"2019-06-20 00:00:00","46.80"
"2019-05-01 00:00:00","46.20"
"2019-10-30 00:00:00","46.00"
"2019-01-19 00:00:00","45.60"
"2019-04-22 00:00:00","45.15"
"2019-03-22 00:00:00","45.00"
"2019-10-17 00:00:00","45.00"
"2019-12-03 00:00:00","44.91"
"2019-09-21 00:00:00","44.25"
"2019-04-11 00:00:00","44.10"
"2019-03-27 00:00:00","44.00"
"2019-10-12 00:00:00","43.90"
"2019-11-20 00:00:00","43.75"
"2019-11-01 00:00:00","43.20"
"2019-09-13 00:00:00","42.30"
"2019-06-07 00:00:00","42.12"
"2019-03-18 00:00:00","42.00"
"2019-03-14 00:00:00","41.94"
"2019-01-06 00:00:00","41.93"
"2019-02-17 00:00:00","41.90"
"2019-04-02 00:00:00","41.80"
"2019-03-09 00:00:00","41.76"
"2019-08-21 00:00:00","41.70"
"2019-07-14 00:00:00","41.70"
"2019-01-04 00:00:00","41.50"
"2019-12-08 00:00:00","41.40"
"2019-01-09 00:00:00","41.30"
"2019-04-18 00:00:00","41.30"
"2019-02-14 00:00:00","40.95"
"2019-03-13 00:00:00","40.80"
"2019-11-12 00:00:00","40.50"
"2019-03-15 00:00:00","40.50"
"2019-05-13 00:00:00","40.00"
"2019-01-17 00:00:00","39.96"
"2019-01-18 00:00:00","39.90"
"2019-10-13 00:00:00","39.90"
"2019-07-11 00:00:00","39.80"
"2019-01-21 00:00:00","39.60"
"2019-08-26 00:00:00","39.50"
"2019-04-12 00:00:00","39.30"
"2019-12-14 00:00:00","39.00"
"2019-07-16 00:00:00","39.00"
"2019-10-21 00:00:00","38.97"
"2019-04-22 00:00:00","38.85"
"2019-06-19 00:00:00","38.70"
"2019-07-11 00:00:00","38.40"
"2019-09-01 00:00:00","38.40"
"2019-12-25 00:00:00","38.25"
"2019-08-23 00:00:00","37.80"
"2019-01-19 00:00:00","37.80"
"2019-08-07 00:00:00","37.80"
"2019-02-23 00:00:00","37.80"
"2019-11-17 00:00:00","37.80"
"2019-01-04 00:00:00","37.50"
"2019-10-21 00:00:00","37.20"
"2019-04-25 00:00:00","36.72"
"2019-02-05 00:00:00","36.00"
"2019-09-14 00:00:00","36.00"
"2019-03-16 00:00:00","35.96"
"2019-05-31 00:00:00","35.91"
"2019-02-01 00:00:00","35.70"
"2019-03-18 00:00:00","35.60"
"2019-01-14 00:00:00","35.60"
"2019-04-05 00:00:00","35.55"
"2019-07-29 00:00:00","35.40"
"2019-08-16 00:00:00","35.40"
"2019-09-08 00:00:00","35.40"
"2019-05-15 00:00:00","35.04"
"2019-02-22 00:00:00","35.00"
"2019-01-26 00:00:00","35.00"
"2019-02-10 00:00:00","35.00"
"2019-08-22 00:00:00","35.00"
"2019-11-18 00:00:00","35.00"
"2019-11-18 00:00:00","34.90"
"2019-02-26 00:00:00","34.75"
"2019-02-06 00:00:00","34.50"
"2019-04-21 00:00:00","34.44"
"2019-01-07 00:00:00","34.30"
"2019-07-10 00:00:00","34.08"
"2019-04-22 00:00:00","33.90"
"2019-02-23 00:00:00","33.84"
"2019-07-20 00:00:00","33.80"
"2019-01-14 00:00:00","33.60"
"2019-04-19 00:00:00","32.80"
"2019-12-13 00:00:00","32.50"
"2019-06-22 00:00:00","32.40"
"2019-11-07 00:00:00","32.34"
"2019-04-12 00:00:00","32.25"
"2019-08-21 00:00:00","31.90"
"2019-12-12 00:00:00","31.80"
"2019-02-19 00:00:00","31.80"
"2019-05-18 00:00:00","31.60"
"2019-12-12 00:00:00","31.60"
"2019-04-06 00:00:00","30.96"
"2019-08-31 00:00:00","30.90"
"2019-08-15 00:00:00","30.40"
"2019-04-11 00:00:00","30.00"
"2019-04-30 00:00:00","30.00"
"2019-12-10 00:00:00","30.00"
"2019-05-20 00:00:00","30.00"
"2019-01-05 00:00:00","30.00"
"2019-07-01 00:00:00","29.98"
"2019-07-12 00:00:00","29.80"
"2019-02-15 00:00:00","29.70"
"2019-05-18 00:00:00","29.70"
"2019-05-26 00:00:00","29.50"
"2019-01-05 00:00:00","29.40"
"2019-12-04 00:00:00","29.16"
"2019-04-05 00:00:00","28.80"
"2019-08-01 00:00:00","28.80"
"2019-08-25 00:00:00","28.80"
"2019-05-31 00:00:00","28.56"
"2019-09-16 00:00:00","28.50"
"2019-01-12 00:00:00","28.50"
"2019-10-13 00:00:00","28.35"
"2019-05-16 00:00:00","27.95"
"2019-12-23 00:00:00","27.80"
"2019-02-01 00:00:00","27.72"
"2019-09-15 00:00:00","27.65"
"2019-07-20 00:00:00","27.60"
"2019-12-12 00:00:00","27.50"
"2019-09-01 00:00:00","27.45"
"2019-05-12 00:00:00","27.36"
"2019-09-01 00:00:00","27.30"
"2019-09-15 00:00:00","27.30"
"2019-05-31 00:00:00","27.30"
"2019-08-20 00:00:00","27.00"
"2019-03-01 00:00:00","26.90"
"2019-12-09 00:00:00","26.85"
"2019-11-16 00:00:00","26.70"
"2019-06-10 00:00:00","26.55"
"2019-12-23 00:00:00","26.45"
"2019-04-24 00:00:00","26.25"
"2019-03-17 00:00:00","26.10"
"2019-06-21 00:00:00","26.00"
"2019-02-08 00:00:00","25.20"
"2019-07-30 00:00:00","25.20"
"2019-06-01 00:00:00","25.00"
"2019-03-24 00:00:00","24.75"
"2019-04-01 00:00:00","24.48"
"2019-12-31 00:00:00","24.43"
"2019-03-06 00:00:00","24.32"
"2019-11-18 00:00:00","24.30"
"2019-03-13 00:00:00","24.15"
"2019-11-08 00:00:00","24.00"
"2019-10-17 00:00:00","24.00"
"2019-05-16 00:00:00","24.00"
"2019-07-26 00:00:00","24.00"
"2019-07-23 00:00:00","23.85"
"2019-08-29 00:00:00","23.80"
"2019-05-18 00:00:00","23.80"
"2019-07-29 00:00:00","23.75"
"2019-09-21 00:00:00","23.75"
"2019-11-04 00:00:00","23.60"
"2019-11-26 00:00:00","23.60"
"2019-09-08 00:00:00","23.40"
"2019-05-11 00:00:00","23.04"
"2019-07-19 00:00:00","22.99"
"2019-11-23 00:00:00","22.95"
"2019-04-01 00:00:00","22.90"
"2019-12-25 00:00:00","22.80"
"2019-12-18 00:00:00","22.75"
"2019-12-19 00:00:00","22.75"
"2019-06-14 00:00:00","22.50"
"2019-01-23 00:00:00","22.50"
"2019-08-23 00:00:00","22.40"
"2019-08-22 00:00:00","22.35"
"2019-04-20 00:00:00","22.35"
"2019-10-15 00:00:00","22.35"
"2019-07-07 00:00:00","22.00"
"2019-06-05 00:00:00","21.80"
"2019-01-07 00:00:00","21.60"
"2019-05-10 00:00:00","21.50"
"2019-07-01 00:00:00","21.48"
"2019-09-19 00:00:00","21.28"
"2019-09-09 00:00:00","21.28"
"2019-01-21 00:00:00","21.00"
"2019-02-06 00:00:00","21.00"
"2019-05-02 00:00:00","20.94"
"2019-11-07 00:00:00","20.93"
"2019-04-30 00:00:00","20.85"
"2019-08-15 00:00:00","20.70"
"2019-07-08 00:00:00","20.00"
"2019-08-17 00:00:00","19.90"
"2019-12-18 00:00:00","19.86"
"2019-08-24 00:00:00","19.80"
"2019-05-30 00:00:00","19.80"
"2019-10-25 00:00:00","19.75"
"2019-03-20 00:00:00","19.20"
"2019-03-09 00:00:00","19.20"
"2019-09-12 00:00:00","19.00"
"2019-04-03 00:00:00","18.55"
"2019-05-02 00:00:00","18.36"
"2019-06-04 00:00:00","18.24"
"2019-08-02 00:00:00","17.99"
"2019-02-03 00:00:00","17.91"
"2019-12-22 00:00:00","17.80"
"2019-08-29 00:00:00","17.76"
"2019-07-27 00:00:00","17.76"
"2019-01-15 00:00:00","17.70"
"2019-11-24 00:00:00","17.50"
"2019-09-22 00:00:00","17.50"
"2019-10-30 00:00:00","17.28"
"2019-02-27 00:00:00","17.25"
"2019-02-09 00:00:00","17.00"
"2019-02-12 00:00:00","16.98"
"2019-03-13 00:00:00","16.98"
"2019-10-04 00:00:00","16.95"
"2019-01-05 00:00:00","16.92"
"2019-02-27 00:00:00","16.47"
"2019-08-31 00:00:00","16.35"
"2019-06-28 00:00:00","16.32"
"2019-11-11 00:00:00","16.30"
"2019-07-03 00:00:00","16.25"
"2019-04-24 00:00:00","16.20"
"2019-03-26 00:00:00","16.11"
"2019-03-13 00:00:00","16.00"
"2019-01-07 00:00:00","15.90"
"2019-02-04 00:00:00","15.84"
"2019-01-04 00:00:00","15.80"
"2019-10-14 00:00:00","15.80"
"2019-04-28 00:00:00","15.80"
"2019-08-14 00:00:00","15.75"
"2019-08-29 00:00:00","15.60"
"2019-06-19 00:00:00","15.60"
"2019-10-08 00:00:00","15.60"
"2019-01-16 00:00:00","15.24"
"2019-11-26 00:00:00","15.20"
"2019-10-04 00:00:00","15.12"
"2019-04-04 00:00:00","15.00"
"2019-04-21 00:00:00","15.00"
"2019-08-05 00:00:00","15.00"
"2019-06-20 00:00:00","15.00"
"2019-10-29 00:00:00","15.00"
"2019-04-02 00:00:00","14.94"
"2019-07-17 00:00:00","14.88"
"2019-01-24 00:00:00","14.76"
"2019-10-17 00:00:00","14.76"
"2019-05-18 00:00:00","14.75"
"2019-08-19 00:00:00","14.75"
"2019-12-22 00:00:00","14.75"
"2019-01-20 00:00:00","14.40"
"2019-11-25 00:00:00","14.16"
"2019-05-19 00:00:00","14.00"
"2019-02-26 00:00:00","14.00"
"2019-07-07 00:00:00","14.00"
"2019-11-06 00:00:00","14.00"
"2019-11-17 00:00:00","13.96"
"2019-06-26 00:00:00","13.90"
"2019-04-27 00:00:00","13.90"
"2019-06-08 00:00:00","13.65"
"2019-02-23 00:00:00","13.65"
"2019-08-17 00:00:00","13.45"
"2019-02-25 00:00:00","13.32"
"2019-04-09 00:00:00","13.20"
"2019-09-14 00:00:00","13.00"
